model,corpus,params,family,work,id,n_tok,n_char,total_nats,s_rate,k_crit,uncertified_width,nats_per_tok
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,5umucz,96,467,390.68527189027736,0.8365851646472748,2.0673750241597495,2.471206891448292,4.069638248857056
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,5umucz,225,942,670.2819187871355,0.711551930771906,2.059471607208252,2.894337740007388,2.979030750165047
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,5umucz,223,918,780.9510892942781,0.8507092475972527,2.0910317103068032,2.4579863404714635,3.502022821947435
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,5w4x14,229,896,619.6926044196298,0.6916212102897654,1.6475750523908386,2.3821927781835397,2.706081242007117
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,5w4x14,73,329,123.8056733061967,0.37630903740485316,1.2016373404434748,3.193219457949637,1.6959681274821465
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,5w4x14,67,289,279.07453665835783,0.9656558361880894,1.244608313532976,1.2888735995694356,4.165291591915788
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,609k0n,206,984,460.5412146378121,0.4680296896725733,3.3220438957214355,7.097934103380255,2.2356369642612237
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,609k0n,120,531,452.98356600664556,0.8530763954927412,3.128775119781494,3.6676376656445853,3.7748630500553797
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,609k0n,238,1120,1398.0834761914448,1.2482888180280758,3.176539659500122,2.544715304362101,5.874300320132121
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,625es0,144,611,330.58402026924887,0.5410540429938606,1.9654924894372623,3.632710105189187,2.2957223629808947
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,625es0,76,290,228.53933263762156,0.7880666642676606,1.961110063890616,2.488507829109925,3.0070964820739676
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,63dn97,234,1019,689.1250656022748,0.6762758249286308,1.462985716590827,2.163297374625538,2.9449789128302344
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,63dn97,235,1007,600.8389762165534,0.5966623398376896,1.462985716590827,2.4519491493108214,2.556761600921504
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,63dn97,243,1015,638.5683368404825,0.629131366345303,1.5120550778440454,2.4034011952507606,2.627853238026677
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,63ku7q,226,1009,651.9195714181405,0.6461046297503871,1.2050577414887291,1.865112376542303,2.884599873531595
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,63ku7q,220,942,675.5595843894407,0.7171545481841196,1.2050577414887291,1.6803320072918886,3.0707253835883668
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,63ku7q,160,728,476.34859059142764,0.6543249870761368,1.2047084231461798,1.8411469024428386,2.9771786911964226
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,64c0w6,219,957,517.1805973718001,0.5404185970447232,1.8642606735229492,3.449660473783935,2.36155523914064
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,64c0w6,70,279,355.5019288128242,1.2742004616947105,7.4575581550598145,5.8527354048680245,5.0785989830403455
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,65458n,160,617,412.7924108153675,0.6690314599924918,2.1803196854889393,3.258919521532527,2.5799525675960466
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,65458n,240,1004,412.7587058893696,0.41111424889379444,2.1756130419671535,5.29199133287446,1.7198279412057067
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,66uo64,214,874,603.5004745135084,0.6905039754159135,1.7999051411946614,2.6066542775666406,2.820095675296768
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,66uo64,211,928,700.7835389482789,0.7551546755908177,1.803053855895996,2.3876616462519062,3.321248999754876
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,66uo64,230,1132,1491.495286011137,1.3175753409992377,1.7999051411946614,1.36607379114247,6.4847621130919
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,68f5c5,211,1002,505.7878022674231,0.5047782457758714,8.573596954345703,16.98487806495627,2.3970985889451333
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,68f5c5,209,903,778.5423109646945,0.8621731018435155,3.2867984771728516,3.812225723749621,3.7250828275822703
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,68f5c5,74,347,141.4702137719578,0.40769514055319245,1.4279553413391113,3.5025076320545554,1.9117596455669972
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,68ykga,221,882,545.0157017947513,0.6179316346879267,4.391035556793213,7.1060216216488294,2.466134397261318
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,68ykga,220,933,452.7703477435916,0.4852844027262504,4.391035556793213,9.048375616700383,2.0580470351981437
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,68ykga,224,859,577.6664692973645,0.6724871586698074,3.953535556793213,5.878975540013854,2.5788681665060915
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,69dzba,237,917,525.2466213250009,0.572788027617231,1.4475588358473033,2.5272155946922883,2.2162304697257422
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,69dzba,238,928,567.629347830336,0.6116695558516552,1.5846083625086715,2.5906281379369123,2.384997259791328
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,69dzba,230,927,639.7783347117947,0.6901600158703287,1.6503324347237747,2.3912315937958493,2.7816449335295426
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,6d1iqq,219,867,565.5008098789258,0.652250069064505,2.180824937298894,3.3435411366483407,2.5821954788992048
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,6d1iqq,229,875,616.8544885390002,0.7049765583302859,2.180824937298894,3.093471565159708,2.69368772287773
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,6d1iqq,224,1062,1089.3989977408783,1.0257994329010154,2.180824937298894,2.1259759630899824,4.863388382771778
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,6eytds,229,933,1632.4841942065395,1.7497151063306962,18.94518280029297,10.827581434112812,7.128751939766548
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,6eytds,132,602,431.88819323596545,0.7174222479002749,2.302234331766764,3.2090367123473786,3.271880251787617
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,6gl289,227,853,652.0309144215425,0.7643973205410816,7.742300510406494,10.12863376460566,2.8723828829142843
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,commonpile,1.8,gutenberg,Alice's Adventures in Wonderland,Alice's Adventures in Wonderland,390,1500,933.1108350162394,0.6220738900108262,1.1359669821602958,1.8260965464095045,2.392591884657024
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,commonpile,1.8,gutenberg,Pride and Prejudice,Pride and Prejudice,327,1500,879.7410433880514,0.5864940289253676,2.682095527648926,4.573099461154492,2.6903395822264566
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,commonpile,1.8,gutenberg,Moby-Dick,Moby-Dick,357,1500,1154.2026272583753,0.7694684181722502,7.509904384613037,9.759860453339488,3.233060580555673
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,commonpile,1.8,gutenberg,A Tale of Two Cities,A Tale of Two Cities,338,1500,1078.9117775541963,0.7192745183694642,1.9829842703683036,2.7569227321768115,3.192046679154427
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,commonpile,1.8,gutenberg,The Adventures of Sherlock Holmes,The Adventures of Sherlock Holmes,321,1500,866.1568648574466,0.5774379099049645,10.81120777130127,18.722719076550746,2.698307990210114
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,commonpile,1.8,gutenberg,Frankenstein,Frankenstein,309,1500,862.3343201300049,0.5748895467533366,0.619811745914253,1.0781405739843637,2.7907259551132846
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,commonpile,1.8,gutenberg,Dracula,Dracula,358,1500,943.5149460004759,0.6290099640003173,7.262582778930664,11.546053631237868,2.6355166089398767
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,commonpile,1.8,gutenberg,Jane Eyre,Jane Eyre,363,1500,1143.79433739229,0.7625295582615266,4.72473939259847,6.196139338349445,3.150948587857548
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,commonpile,1.8,gutenberg,Wuthering Heights,Wuthering Heights,353,1500,1168.9637191100337,0.7793091460733558,4.7456709543863935,6.089587140479534,3.31151195215307
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,commonpile,1.8,gutenberg,Great Expectations,Great Expectations,337,1500,1049.6139735426405,0.699742649028427,1.989482045173645,2.843162479714485,3.114581523865402
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,commonpile,1.8,gutenberg,Adventures of Huckleberry Finn,Adventures of Huckleberry Finn,360,1500,1062.5595305700554,0.7083730203800369,0.8008823394775391,1.1305940746414531,2.951554251583487
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,commonpile,1.8,gutenberg,The Adventures of Tom Sawyer,The Adventures of Tom Sawyer,345,1500,1057.5273778055562,0.7050182518703708,20.65801239013672,29.301386645426923,3.0652967472624817
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,commonpile,1.8,gutenberg,Treasure Island,Treasure Island,384,1500,1224.9814578532241,0.8166543052354828,3.439083735148112,4.2111866833989815,3.1900558798261045
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,commonpile,1.8,gutenberg,Peter Pan,Peter Pan,352,1500,1112.5604316507815,0.7417069544338544,3.8691909313201904,5.216603280029304,3.1606830444624476
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,commonpile,1.8,gutenberg,The Wonderful Wizard of Oz,The Wonderful Wizard of Oz,363,1500,953.2528920604382,0.6355019280402922,0.7555339085619625,1.188877445095745,2.6260410249598847
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,commonpile,1.8,gutenberg,Little Women,Little Women,348,1500,1013.2743295708933,0.6755162197139288,5.0283247629801435,7.443677318524735,2.911707843594521
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,commonpile,1.8,gutenberg,Anne of Green Gables,Anne of Green Gables,339,1500,1001.2544638169929,0.6675029758779953,2.8434108098347983,4.259772484302018,2.9535529906105986
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,commonpile,1.8,gutenberg,The Call of the Wild,The Call of the Wild,342,1500,1119.2317694414814,0.7461545129609877,14.998513221740723,20.10108223057134,3.272607512986788
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,commonpile,1.8,gutenberg,The War of the Worlds,The War of the Worlds,339,1500,1106.4343251870014,0.7376228834580009,1.2171385023328993,1.6500823518745964,3.2638180683982343
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,commonpile,1.8,gutenberg,The Time Machine,The Time Machine,329,1500,1018.5612281938083,0.6790408187958722,2.3314290046691895,3.433415105742038,3.095930784783612
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,commonpile,1.8,gutenberg,The Picture of Dorian Gray,The Picture of Dorian Gray,319,1500,984.3386535824393,0.6562257690549596,0.6562257690549596,1.0,3.0857011084089008
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,commonpile,1.8,gutenberg,Emma,Emma,320,1500,1045.5870594725275,0.6970580396483517,7.982868194580078,11.452228854009395,3.2674595608516483
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,commonpile,1.8,gutenberg,Sense and Sensibility,Sense and Sensibility,322,1500,1039.3018265322025,0.6928678843548017,10.580029487609863,15.269908919883019,3.227645424013051
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,commonpile,1.8,gutenberg,Persuasion,Persuasion,339,1500,1093.686323998263,0.729124215998842,1.212507724761963,1.6629645513843263,3.22621334512762
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,commonpile,1.8,gutenberg,Northanger Abbey,Northanger Abbey,333,1500,951.5010748164332,0.6343340498776221,4.258955001831055,6.714057053460565,2.8573605850343338
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,commonpile,1.8,gutenberg,Oliver Twist,Oliver Twist,350,1500,1019.091901824344,0.6793946012162293,4.419921875,6.505677064680238,2.911691148069554
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,commonpile,1.8,gutenberg,David Copperfield,David Copperfield,362,1500,1067.2734409350087,0.7115156272900058,1.3695764541625977,1.9248719235851353,2.9482691738536153
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,commonpile,1.8,gutenberg,Bleak House,Bleak House,332,1500,1006.1228815887007,0.6707485877258005,14.061702728271484,20.964192822154484,3.0304906071948814
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,commonpile,1.8,gutenberg,The Count of Monte Cristo,The Count of Monte Cristo,353,1500,1045.6329896096308,0.6970886597397539,1.5835665464401245,2.271685996199281,2.962133115041447
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,commonpile,1.8,gutenberg,Les Miserables,Les Miserables,352,1500,1147.72567741666,0.7651504516111066,9.13187313079834,11.934741868831415,3.2605843108427837
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,commonpile,1.8,gutenberg,The Odyssey,The Odyssey,366,1500,923.0699938040343,0.6153799958693562,8.36519718170166,13.593547463115087,2.522049163399001
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,commonpile,1.8,gutenberg,Don Quixote,Don Quixote,331,1500,865.1782767009172,0.5767855178006115,4.13290532430013,7.1654110527248545,2.6138316516644022
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,commonpile,1.8,gutenberg,Walden,Walden,358,1500,1097.3237213071552,0.7315491475381035,5.991105397542317,8.189614351550132,3.0651500595171934
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,commonpile,1.8,gutenberg,The Scarlet Letter,The Scarlet Letter,333,1500,977.6180931897034,0.6517453954598023,1.0551800310611725,1.6190064991817084,2.935790069638749
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,commonpile,1.8,gutenberg,The Importance of Being Earnest,The Importance of Being Earnest,347,1500,965.8759966097714,0.6439173310731809,16.081233978271484,24.974066083094538,2.783504312996459
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,commonpile,1.8,gutenberg,The Prince,The Prince,327,1500,917.180465115176,0.6114536434101173,1.9640296697616577,3.212066345386601,2.8048332266519145
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,commonpile,1.8,gutenberg,Meditations,Meditations,340,1500,1084.375384958461,0.7229169233056406,0.9575351458267275,1.3245438237194138,3.189339367524885
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,commonpile,1.8,gutenberg,The Iliad,The Iliad,347,1500,922.9582680038584,0.6153055120025722,1.2455334663391113,2.0242520862285147,2.6598220979938283
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,commonpile,1.8,gutenberg,Grimms' Fairy Tales,Grimms' Fairy Tales,353,1500,1002.4827519134851,0.6683218346089901,4.43790340423584,6.640368718212371,2.8398944813413176
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,commonpile,1.8,gutenberg,Gulliver's Travels,Gulliver's Travels,357,1500,902.2224363196874,0.6014816242131249,20.43973159790039,33.98230432166605,2.527233715181197
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,commonpile,1.8,gutenberg,Robinson Crusoe,Robinson Crusoe,360,1500,903.4325258519384,0.6022883505679589,5.962907155354817,9.900419209057898,2.5095347940331623
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,commonpile,1.8,gutenberg,Ivanhoe,Ivanhoe,329,1500,1010.2542054105143,0.6735028036070095,11.290520668029785,16.763880725606942,3.0706814754118974
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,commonpile,1.8,gutenberg,The Three Musketeers,The Three Musketeers,340,1500,887.3816788629756,0.5915877859086504,2.447624683380127,4.137382044865401,2.6099461143028693
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,commonpile,1.8,gutenberg,Middlemarch,Middlemarch,323,1500,1085.6548578974052,0.7237699052649368,8.233037948608398,11.375214538099213,3.3611605507659603
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,commonpile,1.8,gutenberg,Heart of Darkness,Heart of Darkness,341,1500,1197.6399505750742,0.7984266337167161,1.548425555229187,1.9393460711865138,3.5121406175222116
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,commonpile,1.8,gutenberg,Ulysses,Ulysses,399,1500,1538.292381527921,1.0255282543519473,2.5031003952026367,2.4407912552193873,3.8553693772629596
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,commonpile,1.8,gutenberg,The Secret Garden,The Secret Garden,334,1500,912.2694999496453,0.6081796666330969,4.102848052978516,6.746111845027672,2.731345808232471
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,commonpile,1.8,gutenberg,Black Beauty,Black Beauty,352,1500,942.029184738436,0.6280194564922906,19.189502716064453,30.555586324099846,2.6762192748251024
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,commonpile,1.8,gutenberg,Twenty Thousand Leagues under the Sea,Twenty Thousand Leagues under the Sea,329,1500,989.9577696031774,0.6599718464021183,1.700586199760437,2.576755673793207,3.008990181164673
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,commonpile,1.8,gutenberg,War and Peace,War and Peace,376,1500,1052.9948621640215,0.7019965747760143,2.6849724186791315,3.824765697091648,2.800518250436227
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,commonpile,1.8,copybench,1984,1984,323,1500,1269.1761815788923,0.8461174543859282,18.345842361450195,21.682382589264435,3.9293380234640627
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,commonpile,1.8,copybench,a_game_of_thrones,a_game_of_thrones,385,1500,1513.1453561885282,1.0087635707923521,13.990517616271973,13.868975864466298,3.9302476784117615
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,commonpile,1.8,copybench,casino_royale,casino_royale,358,1500,1367.2409996509523,0.9114939997673015,3.4596996307373047,3.795636210025018,3.8191089375724925
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,commonpile,1.8,copybench,dune,dune,361,1500,1518.2481741707306,1.0121654494471537,4.19839604695638,4.147934558771543,4.205673612661304
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,commonpile,1.8,copybench,fahrenheit_451,fahrenheit_451,348,1500,1366.9253762420267,0.9112835841613511,1.9280693531036377,2.1157731650329556,3.9279464834541
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,commonpile,1.8,copybench,fifty_shades_of_grey,fifty_shades_of_grey,378,1500,1449.4944764666725,0.9663296509777817,1.2379113508318111,1.2810445685685308,3.834641472134054
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,commonpile,1.8,copybench,five_on_a_treasure_island,five_on_a_treasure_island,372,1500,1170.4540031858487,0.7803026687905658,2.1679860949516296,2.778391234150091,3.146381728994217
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,commonpile,1.8,copybench,harry_potter_and_the_sorcerer's_stone,harry_potter_and_the_sorcerer's_stone,358,1500,1365.425024015116,0.9102833493434106,7.023586273193359,7.715824175252121,3.8140363799304913
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,commonpile,1.8,copybench,hitchhiker's_guide_to_the_galaxy,hitchhiker's_guide_to_the_galaxy,346,1500,1307.521532849525,0.8716810218996834,4.854023456573486,5.5685776501075495,3.778963967773194
